Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
75467-4,,stanb,NPI,FALSE,75467,Regular,4,3,1200,1200,L-01.5-4',NPI-N17007-SCDIM-4'-(4)-550-800-90-TW2750-D55-BLK-W-UNV-O(DALIDT6)-1-CA(72)-LBC,29.11.2018,0,Machine Shop Finished,"HARVARD NPI - MUST DO ON TIME!!!
RE-SCHEDULED TO NOV 29th (from 11/09) - PER FAIZ",,,,FALSE,,A - Regular,"1,4,7",3,6,,,,NO,Machine Shop Finished - Incomplete,Material+Cartridge,01.01.2020,,0,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,400,3,0,1200,,- ,- ,Machine Shop Finished,,0,3,,TRUE,TRUE,,Done,NPI-N17007-SCDIM-4'-(4)-550-800-90-TW2750-D55-BLK-W-UNV-O(DALIDT6)-1-CA(72)-LBC,NPI,
75467-6,,stanb,NPI,FALSE,75467,Regular,6,3,3600,3600,L-04-14',NPI-N18003-GPDLED-1000-80-TW2750-RG2-14-W-O(DALIDT6)-1-CA(72)-LBC,29.11.2018,0,Machine Shop Finished,"HARVARD NPI - MUST DO ON TIME!!!
RE-SCHEDULED TO NOV 29th (from 11/09) - PER FAIZ",,,,FALSE,,A - Regular,"1,4,7",6,12,,,,NO,Machine Shop Finished - Incomplete,Material+Cartridge,01.01.2020,,0,#REF!,Complete,0,FALSE,0,- ,0,0:00:00,0,600,6,0,3600,,- ,- ,Machine Shop Finished,,0,6,,TRUE,TRUE,,Done,NPI-N18003-GPDLED-1000-80-TW2750-RG2-14-W-O(DALIDT6)-1-CA(72)-LBC,NPI,
76884-1,,stanb,NPI,FALSE,76884,Regular,1,2,1840,1840,A,"NPI-N18008-SKPE-10004-SL60/40-CIR-AL# 12' 6.75""-1000-80-35-SO-W-UNV-D-1-CA(36)",17.01.2019,0,Machine Shop Started,,,,,TRUE,,C - Small,"1,4,7",4,12,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,1,1,Partial Order,Missing info. In SD,TRUE,,- ,0,0:00:00,0,460,4,0,1840,,- ,- ,Machine Shop Started,,0,4,,TRUE,FALSE,,Done,"NPI-N18008-SKPE-10004-SL60/40-CIR-AL# 12' 6.75""-1000-80-35-SO-W-UNV-D-1-CA(36)",NPI,
73528-1,,stanb,NPI,FALSE,73528,Regular,1,1,300,300,A,NPI-N16035-STSLF-B-3-BLK-1-SBS-MD(2)-BLK,11.01.2019,0,Machine Shop Started,,,18.12.2018,18.12.2018,FALSE,,C - Small,"1,4,7",1,1,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge,01.01.2020,,1,1,Partial Order,0,FALSE,0,- ,0,0:00:00,0,300,1,0,300,,- ,- ,Machine Shop Started,,0,1,,TRUE,TRUE,,,NPI-N16035-STSLF-B-3-BLK-1-SBS-MD(2)-BLK,NPI,
70963-1,,stanb,NPI,FALSE,70963,Regular,1,1,500,500,A,"NPI-N17020-ZERLEDPAT-OPR-86-650-90-30-MSO-8'-W-UNV-DP-1-DS-C(OPEN ENDCAPS , SQUARE LENS)",17.01.2019,0,Machine Shop Started,ETA PARTS: 11/5,Picked - Complete,20.12.2018,20.12.2018,FALSE,,C - Small,"1,4,7",3,3,Picked - Complete,,Picked - Complete,NO,Machine Shop Started,Material+Cartridge+Housing,,,1,1,Partial Order,0,FALSE,0,- ,0,0:00:00,0,166.6666667,3,0,500,,- ,- ,Machine Shop Started,,0,3,,TRUE,FALSE,Ready,Done,"NPI-N17020-ZERLEDPAT-OPR-86-650-90-30-MSO-8'-W-UNV-DP-1-DS-C(OPEN ENDCAPS , SQUARE LENS)",NPI,
70963-2,,stanb,NPI,FALSE,70963,Regular,2,1,500,500,B,"NPI-N17020-ZERLEDPAT-OPR-94-650-90-30-MSO-8'-W-UNV-DP-1-DS-C(OPEN ENDCAPS , TRAPEZOIDE LENS)",17.01.2019,0,Machine Shop Started,ETA PARTS: 11/5,Picked - Complete,20.12.2018,20.12.2018,FALSE,,C - Small,"1,4,7",3,3,Picked - Complete,,Picked - Complete,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0,0:00:00,0,166.6666667,3,0,500,,- ,- ,Machine Shop Started,,0,3,,TRUE,FALSE,Ready,Done,"NPI-N17020-ZERLEDPAT-OPR-94-650-90-30-MSO-8'-W-UNV-DP-1-DS-C(OPEN ENDCAPS , TRAPEZOIDE LENS)",NPI,
78163-1,,Jessica,Regular,FALSE,78163,Regular,1,2,0,1760,F17A-8',SCAC-AC(10)-D36-HX-D-CC-80-30-8-BLK-UNV-1-CA(60)-C(BLACK CANOPIES AND CABLES),25.01.2019,100,Scheduled/Released,,,,,FALSE,,C - Small,"1,4,7",2,20,,,,NO,Scheduled/Released,Material+lens+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.666666667,1:31:00,50,880,2,100,1760,,- ,- ,Scheduled/Released,,0,2,,FALSE,FALSE,,,SCAC-AC(10)-D36-HX-D-CC-80-30-8-BLK-UNV-1-CA(60)-C(BLACK CANOPIES AND CABLES),SCAC,
78163-2,,Jessica,Regular,FALSE,78163,Regular,2,1,0,440,F2-8',TB2DLED-1000-90-35-SO-8-BLK-UNV-DP-1-CA(60)-C(BLACK CANOPIES AND CABLES),25.01.2019,6.7,Scheduled/Released,,,,,FALSE,,C - Small,"1,4,7",1,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.111666667,0:06:06,6.7,440,1,6.7,440,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,TB2DLED-1000-90-35-SO-8-BLK-UNV-DP-1-CA(60)-C(BLACK CANOPIES AND CABLES),TB2DLED,
78163-3,,Jessica,Regular,FALSE,78163,Regular,3,1,0,288,F17-3',SCAC-AC(3)-D36-HX-D-CC-80-30-3-BLK-UNV-1-CA(60)-C(BLACK CANOPIES AND CABLES),25.01.2019,3,Scheduled/Released,,,,,FALSE,,C - Small,"1,4,7",1,1,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.05,0:02:44,3,288,1,3,288,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,SCAC-AC(3)-D36-HX-D-CC-80-30-3-BLK-UNV-1-CA(60)-C(BLACK CANOPIES AND CABLES),SCAC,
78163-4,,Jessica,Regular,FALSE,78163,Regular,4,1,0,880,F17A-8',SCAC-AC(10)-D36-HX-D-CC-80-30-8-BLK-UNV-1-CA(60)-C(BLACK CANOPIES AND CABLES),25.01.2019,50,Scheduled/Released,,,,,FALSE,,C - Small,"1,4,7",1,10,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.833333333,0:45:30,50,880,1,50,880,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,SCAC-AC(10)-D36-HX-D-CC-80-30-8-BLK-UNV-1-CA(60)-C(BLACK CANOPIES AND CABLES),SCAC,
78441-1,,Joshua,Regular,FALSE,78441,Regular,1,4,0,6120,F18-20',"BBDLED-950-80-35-SO-20'-W-UNV-DP-1-SA(72"")",23.01.2019,79.6,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,"1,12",8,24,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.326666667,1:12:26,9.95,765,8,79.6,6120,,- ,- ,Machine Shop Started,,0,8,,FALSE,FALSE,,,"BBDLED-950-80-35-SO-20'-W-UNV-DP-1-SA(72"")",BBDLED,
61268-1,,Rajithan,Regular,FALSE,61268,Regular,1,4,0,9600,L13,"SK-10003-CIR-AL(7' 10 1/4"")-400-80-40-SO-W-UNV-DP-1-DF",16.01.2019,67.64,Machine Shop Finished,,,08.01.2019,,FALSE,,C - Small,"4,7",16,8,,,Picked - Complete,OK,Machine Shop Finished -Ready,,16.01.2019,,1,#REF!,Complete,0,FALSE,0,- ,1.127333333,1:01:33,4.2275,600,16,67.64,9600,,- ,- ,Machine Shop Finished,,0,16,,TRUE,TRUE,,,"SK-10003-CIR-AL(7' 10 1/4"")-400-80-40-SO-W-UNV-DP-1-DF",SK,
77524-1,,Rajithan,Regular,FALSE,77524,Regular,1,1,0,480,PL1-3',"SP18293(2)-BDLED-500-90-30-ASO-3'-W-UNV-DP-1-CA(36"")",23.01.2019,4.6,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,7",1,1,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.076666667,0:04:11,4.6,480,1,4.6,480,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,BDLED-500-90-30-ASO-3'-W-UNV-D,BDLED,
77524-2,,Rajithan,Regular,FALSE,77524,Regular,2,3,0,1440,PL1-4',"SP18293(2)-BDLED-500-90-30-ASO-4'-W-UNV-DP-1-CA(36"")",23.01.2019,13.8,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",3,3,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.23,0:12:33,4.6,480,3,13.8,1440,,- ,- ,Machine Shop Started,,0,3,,FALSE,FALSE,,,BDLED-500-90-30-ASO-4'-W-UNV-D,BDLED,
77524-3,,Rajithan,Regular,FALSE,77524,Regular,3,3,0,1800,PL1-5',"SP18293(2)-BDLED-500-90-30-ASO-5'-W-UNV-DP-1-CA(36"")",23.01.2019,21.9,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",3,6,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.365,0:19:56,7.3,600,3,21.9,1800,,- ,- ,Machine Shop Started,,0,3,,FALSE,FALSE,,,BDLED-500-90-30-ASO-5'-W-UNV-D,BDLED,
77524-4,,Rajithan,Regular,FALSE,77524,Regular,4,2,0,1440,PL1-6',"SP18293(2)-BDLED-500-90-30-ASO-6'-W-UNV-DP-1-CA(36"")",23.01.2019,14.6,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",2,4,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.243333333,0:13:17,7.3,720,2,14.6,1440,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,BDLED-500-90-30-ASO-6'-W-UNV-D,BDLED,
77524-5,,Rajithan,Regular,FALSE,77524,Regular,5,3,0,17280,PL1-48',"SP18293(2)-BDLED-500-90-30-ASO-48'-W-UNV-DP-1-CA(36"")",23.01.2019,113.7,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",12,48,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,1.895,1:43:28,9.475,1440,12,113.7,17280,,- ,- ,Machine Shop Started,,0,12,,FALSE,FALSE,,,BDLED-500-90-30-ASO-48'-W-UNV-,BDLED,
77524-6,,Rajithan,Regular,FALSE,77524,Regular,6,1,0,1100,SL4-8',SP18444(1)-BSLED-500-90-30-ASO-8'-W-UNV-DP-1-S,23.01.2019,6.8,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",1,2,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.113333333,0:06:11,6.8,1100,1,6.8,1100,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,BSLED-500-90-30-ASO-8'-W-UNV-D,BSLED,
77524-7,,Rajithan,Regular,FALSE,77524,Regular,7,2,0,6000,SL4-22',SP18444(1)-BSLED-500-90-30-ASO-22'-W-UNV-DP-1-S,23.01.2019,36.6,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",4,12,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.61,0:33:18,9.15,1500,4,36.6,6000,,- ,- ,Machine Shop Started,,0,4,,FALSE,FALSE,,,BSLED-500-90-30-ASO-22'-W-UNV-,BSLED,
77524-8,,Rajithan,Regular,FALSE,77524,Regular,8,1,0,3265,SL4-24',SP18444(1)-BSLED-500-90-30-ASO-24'-W-UNV-DP-1-S,23.01.2019,18.3,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",2,8,,,,NO,Machine Shop Started,Material+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.305,0:16:39,9.15,1632.5,2,18.3,3265,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,BSLED-500-90-30-ASO-24'-W-UNV-,BSLED,
78041-1,,Jessica,Regular,FALSE,78041,Regular,1,1,0,210,JB-1-2’,BMRLED-400-90-30-FL-2-W-UNV-DP-1-TB15,18.01.2019,3.14,Machine Shop Started,,,11.01.2019,,FALSE,,C - Small,"1,4,7",1,1,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,Wrong part in BOM,FALSE,Wrong part in BOM,- ,0.052333333,0:02:51,3.14,210,1,3.14,210,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,BMRLED-400-90-30-FL-2-W-UNV-DP-1-TB15,BMRLED,Order Flagged
78323-1,,Jessica,Regular,FALSE,78323,Regular,1,2,0,1800,F16-12',BWDLED-400-80-35-SO-12-W-UNV-DP-1,22.01.2019,19,Machine Shop Started,,,,,FALSE,,C - Small,"1,4,7",2,6,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.316666667,0:17:17,9.5,900,2,19,1800,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,BWDLED-400-80-35-SO-12-W-UNV-DP-1,BWDLED,
76186-1,,Sacha,Regular,FALSE,76186,High Priority,1,1,0,1006,A,"SP18368(2)-SLLED-SL 55/45-1500-80-35-SM-8-AP-120-DP-2-CA(36)-C(4.5"" AP CANOS & PWR CORD)",09.01.2019,11,Machine Shop Started,"PICK UP ORDER
NO LATER THAN JANAURY 11TH",Picked - Complete,28.12.2018,07.01.2019,FALSE,,C - Small,"1,4,7",1,4,Picked - Complete,,Picked - Complete,OK,Machine Shop Started,,14.01.2019,,1,1,Partial Order,Others,FALSE,Others,- ,0.183333333,0:10:01,11,1006,1,11,1006,,- ,- ,Machine Shop Finished,,1,0,,#N/A,#N/A,#N/A,#N/A,SLLED-SL 55/45-1500-80-35-SM-8,SLLED,Order Flagged
77413-1,,Sacha,Regular,FALSE,77413,Regular,1,2,0,1462,F6,STFC-I(12-1000)-NO-80-35-AL(1)-BLK-UNV-MD-1-CT9(36)-RC,23.01.2019,32,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",4,4,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.533333333,0:29:07,8,365.5,4,32,1462,,- ,- ,Scheduled/Released,,0,4,,FALSE,FALSE,,,STFC-I(12-1000)-NO-80-35-AL(1)-BLK-UNV-MD-1-CT9(36)-RC,STFC,Order Flagged
77413-2,,Sacha,Regular,FALSE,77413,Regular,2,3,0,1305,O6,ZELED-SL 65/35-600-90-35-MSO-6'-W-UNV-MD-1-CT9(36),23.01.2019,124.11,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",3,6,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,2.0685,1:52:56,41.37,435,3,124.11,1305,,- ,- ,Scheduled/Released,,0,3,,FALSE,FALSE,,,ZELED-SL 65/35-600-90-35-MSO-6'-W-UNV-MD-1-CT9(36),ZELED,Order Flagged
77413-3,,Sacha,Regular,FALSE,77413,Regular,3,20,0,5400,L,SKPLED-22-4000-80-35-0.5-W-UNV-DP-1-TB9,23.01.2019,18.5,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",20,20,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,Wrong info. In SD,FALSE,Wrong info. In SD,- ,0.308333333,0:16:50,0.925,270,20,18.5,5400,,- ,- ,Scheduled/Released,,0,20,,FALSE,FALSE,,,SKPLED-22-4000-80-35-0.5-W-UNV-DP-1-TB9,SKPLED,Order Flagged
77413-4,,Sacha,Regular,FALSE,77413,Regular,4,11,0,4950,LEM,SKPLED-22-4000-80-35-0.5-W-UNV-DP-1-TB9-B1(BSL10LST),23.01.2019,10.5,Scheduled/Released,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",11,22,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,Missing info. In SD,FALSE,Missing info. In SD,- ,0.175,0:09:33,0.954545455,450,11,10.5,4950,,- ,- ,Scheduled/Released,,0,11,,FALSE,FALSE,,,SKPLED-22-4000-80-35-0.5-W-UNV-DP-1-TB9-B1(BSL10LST),SKPLED,Order Flagged
78406-1,,JoeB,Regular,FALSE,78406,Regular,1,2,0,330,LF-12,AULED-22-2500-80-30-SO-W-277-DP-1-TB15-FW(6),24.01.2019,5,Scheduled/Released,Partial accepted. Needed fixtures before the end of January.,,,,FALSE,,A - Regular,"1,4,7",2,2,,,,NO,Scheduled/Released,Material+lens+Housing,,,1,1,Partial Order,0,FALSE,0,- ,0.083333333,0:05:00,2.5,165,2,5,330,,- ,- ,Scheduled/Released,,0,2,,FALSE,FALSE,,,AULED-22-2500-80-30-SO-W-277-DP-1-TB15-FW(6),AULED,
78406-2,,JoeB,Regular,FALSE,78406,Regular,2,20,0,5300,LF-14,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-FW(6),24.01.2019,60,Scheduled/Released,Partial accepted. Needed fixtures before the end of January.,,,,FALSE,,A - Regular,"1,4,7",20,20,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,1,Partial Order,0,FALSE,0,- ,1,1:00:00,3,265,20,60,5300,,- ,- ,Scheduled/Released,,0,20,,FALSE,FALSE,,,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-FW(6),AULED,
78406-3,,JoeB,Regular,FALSE,78406,Regular,3,5,0,2225,LF-14 EM,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-B1(BSL310LP)-FW(6),24.01.2019,32.5,Scheduled/Released,Partial accepted. Needed fixtures before the end of January.,,,,FALSE,,A - Regular,"1,4,7",5,5,,,,NO,Scheduled/Released,Material+lens+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.541666667,0:32:30,6.5,445,5,32.5,2225,,- ,- ,Scheduled/Released,,0,5,,FALSE,FALSE,,,AULED-24-3100-80-30-SO-W-277-DP-1-TB15-B1(BSL310LP)-FW(6),AULED,
75664-12,,Gagandeep,Regular,FALSE,75664,Regular,12,1,0,3710,"FR-11'10""X40'9-3/4""",STSFF-SO(52-400)-90-27-AL(1)-BLK-UNV-MD-1-S,04.01.2019,42,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,"1,4,7",8,9,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,#NAME?,01.01.2020,,1,#REF!,Complete,Shortage,FALSE,Shortage,- ,0.7,0:38:13,5.25,463.75,8,42,3710,,- ,- ,Machine Shop Finished,,0,8,,TRUE,TRUE,,Done,STSFF-SO(52-400)-90-27-AL(1)-BLK-UNV-MD-1-S,STSFF,Order Flagged
75801-38,,Rohan,Regular,FALSE,75801,Regular,38,2,0,3400,LT47/20'-25TH,SP18434(1)-STD-ML-225-80-30-20-W-UNV-MD-1-CA(48)-RC-C(W/ BLK LOUVER),27.12.2018,32,Wiring Started,"First release, LINES 16, 29, 37, 38, 39, 40   ---    DO NOT SHIP BEFORE 12/25

Second release - LINE 6/15/25/36/49/7/17/28/50 --- target ship date is January 4th, 2019

Line 41 – released, target ship date 12/27 (~$6000)

All types LT05 (~$40,000) – Target ship date 1/4/2019",Picked - Complete,14.12.2018,27.12.2018,FALSE,,A - Regular,"1,4,7",6,6,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,01.01.2020,,1,1,Partial Order,Shortage,FALSE,Shortage,- ,0.533333333,0:29:07,5.333333333,566.6666667,6,32,3400,,- ,- ,Wiring Started,,5,1,,TRUE,TRUE,,Done,STD-ML-225-80-30-20-W-UNV-MD-1,STD,Order Flagged
75801-42,,Rohan,Regular,FALSE,75801,Regular,42,1,0,350,LT53/04'-25TH,"B2SQDLED-400-80-30-SO-4'-W-120-DP-1-CA(48"")-C(6"" BLANKS ON EACH END)",04.01.2019,115.64,Machine Shop Started,"First release, LINES 16, 29, 37, 38, 39, 40   ---    DO NOT SHIP BEFORE 12/25

Second release - LINE 6/15/25/36/49/7/17/28/50 --- target ship date is January 4th, 2019

Line 41 – released, target ship date 12/27 (~$6000)

All types LT05 (~$40,000) – Target ship date 1/4/2019",,23.12.2018,03.01.2019,FALSE,,A - Regular,"1,4,7",1,29,Picked - Complete,,Picked - Complete,OK,Machine Shop Started,,01.01.2020,,1,1,Partial Order,0,FALSE,0,- ,1.927333333,1:45:14,115.64,350,1,115.64,350,,- ,- ,Machine Shop Started,,0,1,,TRUE,TRUE,,Done,"B2SQDLED-400-80-30-SO-4'-W-120-DP-1-CA(48"")-C(6"" BLANKS ON EACH END)",B2SQDLED,Order Flagged
70634-1,,Gagandeep,Regular,FALSE,70634,High Priority,1,1,0,12320,LF05-110' INSIDE,SP18083-CCH-SL-1100-80-2740-CP(110)-W-120-O(DMX)-2-C,16.01.2019,280.77,Scheduled/Released,Ship complete,,,,FALSE,,C - Small,"1,4,7",20,43,,,,NO,Scheduled/Released,Material+lens+Housing,01.01.2020,,1,1,Partial Order,Others,FALSE,Others,- ,4.6795,4:15:30,14.0385,616,20,280.77,12320,,- ,- ,Machine Shop Started,,0,20,,#N/A,#N/A,#N/A,#N/A,CCH-SL-1100-80-2740-CP(110)-W-,CCH,Order Flagged
70634-2,,Gagandeep,Regular,FALSE,70634,High Priority,2,1,0,12992,LF05-116' INSIDE,SP18083-CCH-SL-1100-80-2740-CP(116)-W-120-O(DMX)-2-C,16.01.2019,374.74,Scheduled/Released,Ship complete,,,,FALSE,,C - Small,"1,4,7",28,62,,,,NO,Scheduled/Released,Material+lens+Housing,01.01.2020,,0,1,Partial Order,Others,FALSE,Others,- ,6.245666667,5:41:01,13.38357143,464,28,374.74,12992,,- ,- ,Machine Shop Started,,0,28,,#N/A,#N/A,#N/A,#N/A,CCH-SL-1100-80-2740-CP(116)-W-,CCH,Order Flagged
70634-3,,Gagandeep,Regular,FALSE,70634,High Priority,3,1,0,12320,LF05-110' OUTSIDE,SP18083-CCH-SL-1100-80-2740-CP(110)-W-120-O(DMX)-2-C,16.01.2019,280.77,Scheduled/Released,Ship complete,,,,FALSE,,C - Small,"1,4,7",21,44,,,,NO,Scheduled/Released,Material+lens+Housing,01.01.2020,,0,1,Partial Order,0,FALSE,0,- ,4.6795,4:15:30,13.37,586.6666667,21,280.77,12320,,- ,- ,Machine Shop Started,,0,21,,#N/A,#N/A,#N/A,#N/A,CCH-SL-1100-80-2740-CP(110)-W-,CCH,Order Flagged
70634-4,,Gagandeep,Regular,FALSE,70634,High Priority,4,1,0,12992,LF05-116' OUTSIDE,SP18083-CCH-SL-1100-80-2740-CP(116)-W-120-O(DMX)-3-C,16.01.2019,471.77,Scheduled/Released,Ship complete,,,,FALSE,,C - Small,"1,4,7",28,62,,,,NO,Scheduled/Released,Material+lens+Housing,01.01.2020,,0,1,Partial Order,0,FALSE,0,- ,7.862833333,7:09:19,16.84892857,464,28,471.77,12992,,- ,- ,Machine Shop Started,,0,28,,#N/A,#N/A,#N/A,#N/A,CCH-SL-1100-80-2740-CP(116)-W-,CCH,Order Flagged
78157-1,,stanb,Regular,FALSE,78157,High Priority,1,10,0,4200,R7-6,BSLED-500-90-35-SO-6-BLK-UNV-DP-1-S,29.01.2019,70,Scheduled/Released,,,,,FALSE,,A - Regular,"1,4,7",10,10,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.166666667,1:03:42,7,420,10,70,4200,,- ,- ,Scheduled/Released,,0,10,,FALSE,FALSE,,,BSLED-500-90-35-SO-6-BLK-UNV-DP-1-S,BSLED,
78157-2,,stanb,Regular,FALSE,78157,High Priority,2,5,0,2300,R7E-6,BSLED-500-90-35-SO-6-BLK-UNV-DP-1+E(1)-S,29.01.2019,41.5,Scheduled/Released,,,,,FALSE,,A - Regular,"1,4,7",5,10,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.691666667,0:37:46,8.3,460,5,41.5,2300,,- ,- ,Scheduled/Released,,0,5,,FALSE,FALSE,,,BSLED-500-90-35-SO-6-BLK-UNV-DP-1+E(1)-S,BSLED,
78157-3,,stanb,Regular,FALSE,78157,High Priority,3,2,0,560,R7-4,BSLED-500-90-35-SO-4-BLK-UNV-DP-1-S,29.01.2019,10,Scheduled/Released,,,,,FALSE,,A - Regular,"1,4,7",2,2,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.166666667,0:09:06,5,280,2,10,560,,- ,- ,Scheduled/Released,,0,2,,FALSE,FALSE,,,BSLED-500-90-35-SO-4-BLK-UNV-DP-1-S,BSLED,
78157-4,,stanb,Regular,FALSE,78157,High Priority,4,1,0,320,R7E-4,BSLED-500-90-35-SO-4-BLK-UNV-DP-E(1)-S,29.01.2019,6,Scheduled/Released,,,,,FALSE,,A - Regular,"1,4,7",1,1,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,0,#REF!,Complete,0,FALSE,0,- ,0.1,0:05:28,6,320,1,6,320,,- ,- ,Scheduled/Released,,0,1,,FALSE,FALSE,,,BSLED-500-90-35-SO-4-BLK-UNV-DP-E(1)-S,BSLED,
78185-1,,Gagandeep,Regular,FALSE,78185,High Priority,1,22,0,14080,F7-8',"TB2DILED-1100-1000-80-30-SO-SO-8'0""-BLK-120-DP-1-CA(36)",18.01.2019,220,Machine Shop Started,,,,,FALSE,,A - Regular,"1,4,7",22,88,,Picked - Complete,,NO,Machine Shop Started,Material+lens+Housing,,,1,1,Partial Order,0,FALSE,0,- ,3.666666667,3:20:12,10,640,22,220,14080,,- ,- ,Machine Shop Started,,0,22,,FALSE,FALSE,,,"TB2DILED-1100-1000-80-30-SO-SO-8'0""-BLK-120-DP-1-CA(36)",TB2DILED,
